peer,action,num
0,rotate,4
1,rotate,4
2,rotate,4
3,rotate,4
4,rotate,4
5,rotate,4
6,rotate,4
7,rotate,4
8,rotate,4
9,rotate,4
10,rotate,4
11,rotate,4
12,rotate,4
13,rotate,4
14,rotate,4
15,rotate,4
16,rotate,4
17,rotate,4
18,rotate,4
19,rotate,4
20,rotate,4
21,rotate,4
22,rotate,4
23,rotate,4
24,rotate,4
25,rotate,4
26,rotate,4
27,rotate,4
28,rotate,4
29,rotate,4
11,fit
28,fit
0,fit
3,fit
8,fit
9,fit
2,fit
29,fit
26,fit
21,fit
0,communicate
22,fit
29,communicate
4,fit
6,fit
13,fit
10,fit
25,fit
21,eval
10,communicate
25,communicate
22,eval
0,eval
17,fit
7,fit
23,fit
4,communicate
16,fit
12,fit
2,communicate
3,communicate
21,communicate
16,communicate
6,communicate
22,communicate
18,fit
23,communicate
19,fit
17,communicate
6,eval
9,communicate
15,fit
16,communicate
15,communicate
0,communicate
13,communicate
0,eval
2,communicate
25,eval
26,communicate
1,fit
3,eval
25,communicate
22,communicate
20,fit
2,communicate
28,communicate
28,eval
23,eval
18,communicate
20,communicate
16,eval
6,communicate
16,communicate
25,communicate
9,communicate
16,communicate
7,eval
6,eval
27,fit
2,eval
8,eval
25,eval
12,communicate
25,eval
21,eval
22,eval
2,eval
6,communicate
23,communicate
22,communicate
9,communicate
27,communicate
28,communicate
18,communicate
0,eval
24,fit
20,communicate
22,communicate
21,communicate
26,communicate
12,communicate
24,communicate
6,communicate
20,eval
15,communicate
15,eval
21,eval
2,communicate
19,communicate
15,eval
10,communicate
0,communicate
7,communicate
19,communicate
9,communicate
13,eval
27,communicate
14,fit
7,eval
29,eval
22,eval
1,communicate
1,communicate
27,eval
6,communicate
26,eval
0,eval
25,communicate
27,communicate
25,communicate
9,communicate
21,eval
25,eval
12,communicate
5,fit
17,communicate
24,communicate
1,communicate
27,communicate
22,communicate
27,communicate
23,communicate
4,communicate
6,communicate
8,eval
27,eval
11,communicate
7,communicate
24,eval
12,communicate
11,communicate
20,communicate
3,eval
28,eval
26,communicate
25,communicate
25,communicate
26,eval
10,communicate
23,communicate
28,communicate
26,communicate
15,eval
26,communicate
27,communicate
19,communicate
17,communicate
0,eval
20,communicate
13,eval
10,communicate
13,communicate
4,communicate
7,communicate
9,communicate
29,eval
19,eval
4,communicate
15,communicate
9,communicate
8,eval
27,communicate
11,communicate
16,communicate
13,communicate
1,communicate
25,communicate
5,eval
4,eval
27,communicate
0,eval
11,eval
23,communicate
29,eval
3,communicate
27,communicate
7,communicate
2,eval
21,communicate
5,communicate
15,eval
17,eval
4,eval
12,communicate
10,eval
9,eval
12,communicate
5,communicate
6,eval
20,communicate
13,communicate
20,communicate
12,communicate
17,communicate
3,communicate
1,communicate
23,communicate
14,communicate
28,communicate
16,eval
5,eval
16,communicate
10,eval
8,communicate
15,eval
5,eval
15,communicate
7,eval
0,communicate
24,communicate
20,communicate
6,eval
9,communicate
14,communicate
0,communicate
8,eval
9,communicate
29,eval
23,eval
13,communicate
13,communicate
15,communicate
5,communicate
18,eval
17,communicate
10,eval
0,eval
2,communicate
28,eval
23,communicate
8,communicate
13,eval
14,communicate
2,eval
12,communicate
3,communicate
7,communicate
12,communicate
1,eval
3,communicate
6,eval
28,communicate
27,communicate
18,eval
18,eval
29,eval
14,communicate
10,communicate
9,communicate
13,eval
19,communicate
21,eval
23,communicate
1,communicate
2,communicate
20,communicate
28,communicate
13,eval
5,eval
6,communicate
8,communicate
18,communicate
14,communicate
4,communicate
8,communicate
10,communicate
20,communicate
9,fit
21,communicate
9,communicate
27,fit
22,communicate
0,eval
0,communicate
9,communicate
17,communicate
23,communicate
7,communicate
28,communicate
17,eval
20,communicate
3,communicate
14,communicate
6,communicate
18,communicate
2,communicate
6,communicate
29,eval
12,communicate
26,communicate
18,eval
15,communicate
28,communicate
23,eval
8,communicate
22,communicate
8,communicate
17,communicate
22,communicate
19,communicate
9,eval
1,eval
4,communicate
12,eval
24,communicate
6,communicate
18,eval
8,communicate
9,rotate,3
20,eval
10,communicate
13,communicate
14,communicate
28,eval
5,eval
18,communicate
6,communicate
8,communicate
20,communicate
29,communicate
6,communicate
18,communicate
7,eval
27,communicate
6,communicate
19,eval
16,communicate
6,rotate,3
16,communicate
2,communicate
12,communicate
26,communicate
26,communicate
12,rotate,2
8,communicate
17,communicate
16,communicate
13,communicate
11,communicate
5,eval
23,communicate
2,communicate
28,eval
18,communicate
0,eval
13,communicate
22,communicate
17,communicate
2,eval
18,eval
20,communicate
14,eval
10,communicate
21,communicate
9,communicate
29,communicate
12,communicate
16,communicate
14,communicate
17,eval
16,communicate
13,communicate
11,eval
18,communicate
27,communicate
28,eval
17,eval
9,communicate
17,eval
29,eval
7,eval
21,communicate
7,communicate
9,communicate
7,communicate
18,eval
27,eval
28,communicate
17,communicate
8,eval
28,communicate
17,communicate
9,communicate
25,eval
28,communicate
27,communicate
7,communicate
3,communicate
10,eval
10,communicate
6,communicate
10,eval
21,communicate
2,communicate
19,communicate
11,communicate
12,communicate
28,rotate,3
19,eval
8,eval
8,eval
22,communicate
22,communicate
12,eval
18,eval
29,communicate
8,communicate
24,eval
29,communicate
19,communicate
19,eval
19,communicate
9,communicate
10,communicate
26,communicate
6,eval
5,eval
20,communicate
18,eval
25,communicate
16,fit
22,eval
16,eval
19,eval
22,communicate
6,communicate
2,eval
23,communicate
19,communicate
0,eval
0,eval
20,rotate,2
15,eval
6,communicate
7,communicate
22,eval
29,communicate
17,communicate
27,communicate
16,eval
27,eval
21,communicate
0,communicate
14,eval
13,eval
14,communicate
19,eval
4,communicate
29,communicate
1,eval
24,eval
28,eval
17,eval
11,communicate
27,communicate
13,communicate
0,communicate
4,communicate
14,communicate
1,eval
26,eval
20,eval
1,communicate
15,eval
19,eval
12,communicate
5,eval
10,fit
22,communicate
14,communicate
0,communicate
4,eval
2,fit
25,eval
9,communicate
25,communicate
25,eval
24,communicate
19,eval
9,eval
1,communicate
28,communicate
13,eval
29,communicate
5,communicate
27,communicate
26,eval
6,eval
8,communicate
9,eval
0,communicate
3,eval
3,communicate
28,eval
16,communicate
9,eval
25,fit
3,communicate
29,communicate
23,eval
4,eval
10,communicate
4,communicate
19,communicate
15,communicate
20,communicate
12,communicate
6,eval
7,communicate
14,communicate
23,communicate
17,eval
24,communicate
17,rotate,3
21,eval
11,communicate
20,eval
16,rotate,2
10,rotate,3
26,communicate
11,communicate
2,communicate
10,communicate
23,rotate,2
28,eval
16,eval
14,fit
17,communicate
26,eval
16,communicate
13,rotate,2
17,communicate
9,communicate
17,communicate
25,fit
2,rotate,3
28,communicate
22,fit
4,eval
16,eval
0,communicate
1,eval
3,communicate
4,communicate
23,eval
11,communicate
4,communicate
15,communicate
27,fit
4,fit
9,eval
2,communicate
18,eval
20,eval
24,communicate
6,communicate
3,eval
27,fit
18,communicate
3,fit
7,communicate
10,eval
1,communicate
28,communicate
19,eval
27,rotate,2
10,eval
12,communicate
29,eval
12,communicate
27,eval
20,communicate
26,communicate
3,eval
16,communicate
6,communicate
28,communicate
14,rotate,3
5,eval
11,communicate
22,eval
23,eval
28,communicate
26,fit
2,communicate
18,eval
21,eval
0,rotate,3
7,fit
28,communicate
29,communicate
3,eval
16,communicate
25,communicate
17,communicate
0,communicate
23,communicate
28,communicate
18,communicate
15,communicate
7,eval
20,communicate
7,communicate
27,communicate
2,eval
15,communicate
