peer,action,num
11,fit
20,fit
6,fit
34,fit
12,fit
18,fit
40,fit
45,fit
46,fit
39,fit
27,fit
34,communicate
39,eval
43,fit
33,fit
10,fit
9,fit
19,fit
26,fit
28,fit
16,fit
21,fit
47,fit
5,fit
9,rotate,3
21,fit
38,fit
40,eval
33,rotate,2
4,fit
34,communicate
12,communicate
11,fit
44,fit
11,eval
42,fit
39,eval
3,fit
13,fit
24,fit
47,communicate
17,fit
46,fit
49,fit
40,fit
18,rotate,3
36,fit
33,eval
44,communicate
32,fit
12,fit
36,rotate,2
23,fit
40,communicate
7,fit
19,fit
30,fit
46,communicate
44,communicate
22,fit
37,fit
10,eval
32,eval
30,rotate,2
28,eval
17,eval
3,eval
17,communicate
20,rotate,3
5,fit
41,fit
25,fit
10,rotate,3
42,fit
37,eval
47,fit
42,fit
28,rotate,3
11,eval
2,fit
34,communicate
39,rotate,2
31,fit
9,communicate
0,fit
22,fit
44,eval
8,fit
6,rotate,3
39,eval
29,fit
21,communicate
20,eval
24,fit
30,fit
40,communicate
24,communicate
33,rotate,3
1,fit
34,fit
42,fit
13,fit
22,communicate
6,communicate
13,eval
17,communicate
24,eval
19,fit
20,communicate
6,fit
21,fit
46,communicate
6,rotate,2
10,fit
40,eval
1,fit
43,eval
8,fit
31,fit
26,fit
2,rotate,2
44,eval
5,fit
39,fit
41,eval
23,eval
0,rotate,2
47,rotate,2
27,communicate
18,fit
20,fit
32,eval
42,eval
37,fit
22,eval
34,fit
43,eval
0,fit
37,eval
36,communicate
2,rotate,3
15,fit
19,fit
15,communicate
46,communicate
49,communicate
35,fit
49,eval
40,eval
5,rotate,3
20,fit
0,eval
31,communicate
11,communicate
1,eval
29,fit
49,rotate,3
47,fit
12,communicate
46,rotate,3
4,communicate
39,rotate,2
31,rotate,3
35,eval
10,eval
20,fit
46,fit
10,rotate,3
38,communicate
3,eval
36,communicate
3,eval
26,communicate
44,communicate
13,fit
25,communicate
4,communicate
20,fit
47,eval
12,communicate
30,fit
14,fit
11,fit
49,fit
39,rotate,2
12,eval
5,communicate
32,communicate
44,rotate,3
41,rotate,2
15,communicate
23,fit
33,communicate
2,communicate
11,communicate
3,communicate
42,fit
13,communicate
10,communicate
21,eval
42,eval
46,rotate,3
21,communicate
45,rotate,3
44,rotate,3
27,communicate
19,rotate,2
7,communicate
21,eval
22,fit
39,eval
35,rotate,2
47,eval
33,eval
16,rotate,3
22,fit
33,fit
10,eval
14,eval
35,rotate,2
49,communicate
11,eval
25,rotate,3
20,communicate
32,eval
24,fit
31,eval
32,communicate
13,communicate
17,eval
12,eval
35,fit
47,eval
49,rotate,2
41,fit
48,fit
36,fit
11,fit
44,fit
2,fit
16,communicate
7,rotate,2
21,eval
41,fit
24,fit
14,fit
39,eval
37,communicate
6,communicate
33,communicate
30,fit
44,eval
47,communicate
13,communicate
22,fit
18,communicate
2,communicate
25,communicate
26,fit
8,eval
14,communicate
0,eval
15,communicate
38,fit
35,eval
49,eval
6,eval
21,communicate
8,fit
38,communicate
16,fit
21,rotate,2
44,communicate
40,rotate,2
8,rotate,2
23,rotate,3
35,communicate
30,communicate
1,eval
12,rotate,2
13,communicate
47,rotate,2
18,eval
30,fit
25,eval
29,eval
1,rotate,2
14,rotate,3
44,communicate
15,fit
27,communicate
9,rotate,2
22,eval
14,eval
0,fit
2,eval
12,communicate
16,communicate
39,rotate,2
47,communicate
21,eval
44,rotate,3
5,rotate,3
18,fit
10,rotate,2
22,rotate,2
18,eval
30,eval
2,rotate,3
47,fit
0,eval
31,fit
46,communicate
33,rotate,3
25,rotate,2
37,eval
4,eval
43,fit
22,eval
23,communicate
4,eval
10,communicate
42,fit
40,communicate
37,communicate
3,rotate,2
3,fit
29,communicate
31,communicate
28,fit
33,communicate
2,communicate
18,rotate,2
5,eval
49,fit
26,rotate,2
2,rotate,2
40,fit
29,fit
31,eval
28,fit
13,eval
33,fit
30,rotate,3
9,fit
6,communicate
44,eval
30,fit
6,rotate,3
0,eval
28,fit
2,fit
4,rotate,3
12,fit
40,eval
42,communicate
15,rotate,2
4,rotate,2
36,communicate
41,rotate,3
33,rotate,3
15,rotate,3
5,fit
29,eval
12,eval
16,rotate,2
45,rotate,2
21,rotate,2
24,rotate,2
28,eval
31,rotate,3
12,fit
23,fit
12,rotate,3
22,rotate,3
1,communicate
5,communicate
30,fit
10,fit
7,fit
20,fit
29,communicate
23,communicate
38,eval
34,rotate,2
14,eval
28,rotate,3
24,rotate,2
7,rotate,3
14,fit
33,fit
28,eval
39,rotate,2
36,eval
28,fit
49,rotate,3
10,fit
47,communicate
1,fit
13,fit
43,eval
25,fit
7,fit
40,communicate
2,communicate
10,rotate,2
29,fit
31,eval
42,rotate,3
0,rotate,3
32,eval
9,fit
45,communicate
26,eval
5,eval
32,fit
11,fit
5,fit
17,communicate
27,eval
14,rotate,2
11,communicate
12,fit
13,eval
38,fit
23,rotate,3
28,eval
21,eval
36,fit
5,eval
6,rotate,3
9,eval
11,communicate
43,fit
31,rotate,3
37,communicate
30,eval
14,fit
37,communicate
25,communicate
24,rotate,3
47,communicate
4,rotate,2
25,fit
25,communicate
17,eval
11,rotate,2
12,communicate
39,fit
2,eval
1,rotate,3
1,rotate,3
10,communicate
35,rotate,3
25,eval
1,rotate,2
32,eval
40,fit
20,eval
17,fit
41,eval
40,communicate
14,rotate,2
7,rotate,2
17,communicate
3,eval
14,eval
46,communicate
36,eval
18,fit
39,communicate
12,rotate,2
35,rotate,3
41,communicate
9,communicate
1,eval
16,communicate
42,fit
39,fit
0,rotate,2
45,communicate
9,rotate,3
35,rotate,2
35,rotate,2
5,eval
14,eval
22,communicate
0,eval
8,rotate,3
18,fit
41,rotate,2
14,eval
24,rotate,3
13,rotate,2
38,rotate,3
16,eval
41,rotate,2
19,communicate
17,rotate,3
14,eval
8,eval
33,fit
1,fit
41,fit
9,rotate,3
13,eval
37,fit
48,fit
23,eval
19,communicate
3,eval
2,eval
1,eval
0,rotate,3
2,communicate
31,communicate
19,communicate
11,communicate
19,eval
48,eval
9,eval
33,eval
24,communicate
3,rotate,2
34,rotate,2
29,eval
11,rotate,3
37,eval
48,communicate
7,rotate,3
47,fit
6,fit
28,communicate
47,eval
30,eval
8,rotate,2
